"Model","Scenario","Region","Variable","Unit","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.377834224,0.23137642,0.352202708,0.254191238,0.1647633705,0.0603918113066406,0.0188038066420898,0.0192932804689941,0.0025525159266738
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.448095846,0.7360643720000001,0.604073292,0.579321792,0.41790104,0.38583017799999997,0.494226701,0.298814529,0.20824829609375
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","European Union (28 member countries)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",1157.4748830059398,1038.9927477589054,975.4915735018942,746.2433055721623,255.5644978070133,69.08760841322179,15.736076128547433,11.702914839743038,-10.57716447490497
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Solar|PV","EJ/yr",0.0813599978125,0.372268734,0.5717359439999999,0.6652180260000001,1.1084523240000002,2.247863888,2.681035376,3.2851390560000002,3.884068288
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Fossil|w/ CCS","EJ/yr",0,0,0,0,0.326127031,0.44730126909374995,3.9111518922929687,5.285353853999999,5.346038749000001
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Fossil|w/o CCS","EJ/yr",6.214494534,5.057209812,5.7075706172968745,4.8480136227031245,2.1287715415,0.6267615493066407,0.1052952249389648,0.0718993251096191,0.0407267152235488
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0.0027396,0.020134799999999998,0.0197007526143798,0.0201253488582153,0.0196091754951171,0.0218155898115234,0.0192237727418212,0.0201447147653808,0.0244351909788208
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Wind|Offshore","EJ/yr",0.01250932,0.055230912,0.126556704,0.14173160699999998,0.200336706,0.290676076,0.3372466,0.393372016,0.8107723040000001
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Storage Losses","EJ/yr",0.0001524378466796,0.0004311205429687,0.0006207522421875,0.000699466875,0.001193326796875,0.0032156416249999997,0.004361564,0.009299901999999999,0.029226698
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0.137253664,0.269228094,0.458095112,0.59895924
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Gas","EJ/yr",0.364111212,0.36642852200000003,0.654943095,0.652935559,0.733928537,0.65289797,0.505551466125,0.4293484983544922,0.5334962202454834
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.19936800000000002,0.296701200015625,0.37728296796704097,0.4660634088984375,0.7513224110000001,0.87988531,1.101247988,1.236883022,1.394560674
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Solar","EJ/yr",0,0.0006984000156249999,0.016687671967041,0.0227134918984375,0.125885729,0.18421588,0.339245556,0.47909848200000005,0.597062092
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Fossil","EJ/yr",0.570469994,0.655150212,1.016147194,0.995745661919922,0.858301555,0.932317288,0.9241077450156252,1.08519201523877,1.365590026034546
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Biomass","EJ/yr",0.0016688970000000001,0.003705101625,0.005804259,0.006427399,0.054907432,0.059453232,0.0321986332239809,0.0155210327678928,0.0268114607126464
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",0.19746429899999998,0.27594071800000003,0.348586199,0.308150224,0.08255592,0.023615674,0.000995967796875,0.00004203307275390625,0.00004062443212890626
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Oil","EJ/yr",0.008894483,0.012780972,0.0126179,0.0346598789199218,0.041817098,0.11854998,0.14833221709375,0.1977063718115235,0.2330939413569336
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity","EJ/yr",0.77150688,0.95555648,1.399234944,1.4682360319999999,1.664530944,1.89800896,2.206413056,2.493852928,2.983218944
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Coal","EJ/yr",0.19746429899999998,0.27594071800000003,0.348586199,0.308150224,0.08255592,0.160869338,0.270224061796875,0.4581371450727539,0.5989998644321289
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,3.223980903625489e-9,0.00001343276789283753,0.0004326307126464
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Hydro","EJ/yr",0.18646559999999998,0.24172559999999998,0.264072,0.32812518399999996,0.46200291200000004,0.4812745920000001,0.5121696960000001,0.506792896,0.511579008
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Wind","EJ/yr",0.0104976,0.0419472,0.07832273599999999,0.09783367300000001,0.14847442,0.188753648,0.20786021600000001,0.1993188,0.22766399199999998
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0.344440384,0.486831904,0.42901270399999997,0.5194362880000001
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",0.364111212,0.36642852200000003,0.654943095,0.652935559,0.733928537,0.308457586,0.018719562125,0.0003357943544921,0.0140599322454834
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Oil|w/ CCS","EJ/yr",0,0,0,0,0,0.0920451,0.147329124,0.19766620199999999,0.233002422
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Nuclear","EJ/yr",0,0,0,0,0,0.02635325,0.148858304,0.156257296,0.196257408
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Wind|Onshore","EJ/yr",0.0104976,0.0419472,0.07832273599999999,0.096478576,0.11764939999999999,0.136372,0.142662704,0.130543696,0.149996
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.008894483,0.012780972,0.0126179,0.0346598789199218,0.041817098,0.02650488,0.00100309309375,0.0000401698115234375,0.00009151935693359377
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.0016688970000000001,0.003705101625,0.005804259,0.006427399,0.054907432,0.059453232,0.03219863,0.0155076,0.02637883
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",95.31987397245855,110.43200332433571,153.0799555420962,135.6717633827682,89.44011790870115,36.17556952268929,5.055951808728457,3.625036838483547,6.363268864609117
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Solar|PV","EJ/yr",0,0.0006984000156249999,0.016686569,0.022605756,0.121329656,0.17321639,0.315544496,0.448274112,0.568171392
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Fossil|w/ CCS","EJ/yr",0,0,0,0,0,0.5737391479999999,0.903389122,1.084774018,1.35139795
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Fossil|w/o CCS","EJ/yr",0.570469994,0.655150212,1.016147194,0.995745661919922,0.858301555,0.35857814,0.020718623015625,0.0004179972387695,0.0141920760345459
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0,0,0.000001102967041015625,0.0001077358984375,0.004556073,0.01099949,0.02370106,0.03082437,0.0288907
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Wind|Offshore","EJ/yr",0,0,0,0.0013550970000000002,0.03082502,0.052381647999999996,0.065197512,0.068775104,0.077667992
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","Turkey","Secondary Energy|Electricity|Storage Losses","EJ/yr",0.0000747142890625,0.000114383203125,0.000531455375,0.001780063,0.005389227,0.0070211579999999,0.009763436,0.01185896,0.01441283
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0,0.015720905,0.078759366,0.8857096640000001,1.0689800718125,1.0761269759999998
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Gas","EJ/yr",2.71156591,1.7884424559999998,2.114624645,1.916712139203125,1.4693013190000002,0.8994750490000001,2.8386501172500003,3.6902793361757817,3.6970521398125
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",2.7168371766874997,3.520007744,4.223391618684874,4.330402101697022,5.732391519061644,7.375352250540223,7.7772344730863665,8.892758240231872,11.161396351433105
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Solar","EJ/yr",0.0840996006875,0.392403564,0.5914192324973756,0.6832646692907715,1.1372649103585206,2.383550346981201,2.8538160379609985,3.528131078669189,4.090508824203431
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Fossil","EJ/yr",6.2136819600000015,5.056898852,5.7102933170000005,4.819200953203125,2.52812290990625,1.2310149439082032,4.453604269750702,5.696108013299684,5.710191076187501
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Biomass","EJ/yr",0.44826359999999993,0.7377819720000001,0.6062456460000001,0.5805977379999999,0.4283119771875,0.4386712259999999,0.5469299923415362,0.5506445276874999,0.9330826879999999
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",3.123281472,3.037129952,3.246437184,2.651666848,0.858512952,0.13822057199999999,0.0350207180859375,0.01919175996875,0.012850503000000001
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Oil","EJ/yr",0.378834578,0.231326444,0.349231488,0.250821966,0.18458773390625,0.1145599569082031,0.6942237704147645,0.9176568453426516,0.924161457375
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity","EJ/yr",12.773394944000001,12.483477376,13.666140672000001,12.999378688,12.554393600000001,13.276896768,15.777903616,17.47281536,19.332370944
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Coal","EJ/yr",3.123281472,3.037129952,3.246437184,2.651666848,0.8742338570000001,0.2169799379999999,0.9207303820859376,1.0881718317812499,1.088977479
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0,0.0006534571875,0.035382366,0.0499356083415362,0.26422557868749996,0.7199243879999999
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Hydro","EJ/yr",2.055769152,1.99371216,2.0661240640000003,2.1023124159999997,2.763377344,2.7528715519999998,2.4519484799999995,2.48240144,2.273957056
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Wind","EJ/yr",0.5390064240000001,1.090638032,1.5047356639999998,1.478722665,1.691252218,1.984368378,2.11828348,2.45989644,4.211427552
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0.322100972,0.428473186,2.788134263703125,3.6813312480000002,3.693806912
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",2.71156591,1.7884424559999998,2.114624645,1.916712139203125,1.1472003469999998,0.47100186299999997,0.050515853546874996,0.0089480881757812,0.0032452278125
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/ CCS","EJ/yr",0,0,0,0,0.018592695,0.0486998899999999,0.677821005,0.91356007890625,0.9216991840000001
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Nuclear","EJ/yr",3.394616288,3.1687850880000004,3.1262143040000003,3.269176992,3.865573216,4.231856383999999,3.0001370880000002,2.333304384,1.5276998080000002
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Wind|Onshore","EJ/yr",0.5264971039999999,1.03540712,1.3781803680000002,1.337549424,1.498179968,1.702643264,1.76624176,2.006281248,3.34762048
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.378834578,0.231326444,0.349231488,0.250821966,0.16599503890625,0.0658600669082031,0.0164027654147644,0.0040967664364013,0.002462273375
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.44826359999999993,0.7377819720000001,0.6062456460000001,0.5805977379999999,0.42765852,0.4032888599999999,0.496994384,0.286418949,0.2131583
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",1160.1244783462735,1041.425513819161,976.3103178037643,740.9059641935446,260.3777759013849,70.55892873575984,9.773902139971707,-53.61297699954981,-177.3468574359808
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Solar|PV","EJ/yr",0.0813600006875,0.372268764,0.57171868,0.66319149,1.11758548,2.36172892,2.834475728,3.503420896,4.065552384
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Fossil|w/ CCS","EJ/yr",0,0,0,0,0.35641457200000004,0.555932442,4.351664932703125,5.663871398718751,5.691633072
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Fossil|w/o CCS","EJ/yr",6.2136819600000015,5.056898852,5.7102933170000005,4.819200953203125,2.1717083379062503,0.6750825019082031,0.1019393370475769,0.0322366145809326,0.0185580041874999
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0.0027396,0.020134799999999998,0.0197005524973754,0.0200731792907714,0.0196794303585205,0.0218214269812011,0.0193403099609985,0.0247101826691894,0.0249564402034301
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Wind|Offshore","EJ/yr",0.01250932,0.055230912,0.12655529599999998,0.141173241,0.19307225,0.281725114,0.35204172,0.45361519200000006,0.8638070720000001
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","European Union (28 member countries)","Secondary Energy|Electricity|Storage Losses","EJ/yr",0.0001524374863281,0.000431116171875,0.00062074796875,0.000700599921875,0.0012237057968749,0.003428883125,0.004996945375,0.009529717,0.026686734
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0.142299282,0.30209567,0.499615149,0.636122034
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Gas","EJ/yr",0.36405362399999996,0.36642852200000003,0.6545203540000001,0.653531768,0.7266676900000001,0.644160466,0.48949366081249995,0.4408086078203125,0.5720139316140137
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.19936800000000002,0.2967012,0.377301977,0.468585089703125,0.7546829709999999,0.8814312620000001,1.1160798440000002,1.297689426,1.516909892
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Solar","EJ/yr",0,0.0006983999062500001,0.016688163,0.022756217703125,0.12772856900000001,0.185142162,0.34697074,0.518245532,0.694802028
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Fossil","EJ/yr",0.5705319010000001,0.655723273,1.016171112,0.9981162456093752,0.8504112629999999,0.9291545133125,0.9503468247773438,1.150367777843262,1.438117711891846
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Biomass","EJ/yr",0.0016688970000000001,0.003705101625,0.005802465,0.006517879,0.05274992,0.05776502,0.03329515,0.0167915,0.02422689
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",0.197583772,0.27651369,0.349015453,0.309863084,0.082777456,0.0242435843125,0.0010046550703125,0.00004595222119140625,0.0000377177470703125
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Oil","EJ/yr",0.008894505,0.012781061000000002,0.012635305,0.034721393609375,0.040966117,0.118451181,0.1577528388945313,0.2098980688017578,0.2299440285307617
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity","EJ/yr",0.7715687680000001,0.956129472,1.399276032,1.473218944,1.6578439680000001,1.905244032,2.2437199359999997,2.627867904,3.2169909760000004
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Coal","EJ/yr",0.197583772,0.27651369,0.349015453,0.309863084,0.082777456,0.1665428663125,0.3031003250703125,0.4996611012211915,0.6361597517470704
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Hydro","EJ/yr",0.18646559999999998,0.24172559999999998,0.2640876,0.33001158399999997,0.46351500799999995,0.483223488,0.519732512,0.507931392,0.5137942080000001
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Wind","EJ/yr",0.0104976,0.0419472,0.078325104,0.09842477599999999,0.148520774,0.18748041199999999,0.20711066399999997,0.22137691199999998,0.254653592
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0.322696608,0.471869792,0.439785696,0.560100928
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",0.36405362399999996,0.36642852200000003,0.6545203540000001,0.653531768,0.7266676900000001,0.321463858,0.017623868812500002,0.0010229118203125,0.0119130036140136
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Oil|w/ CCS","EJ/yr",0,0,0,0,0,0.091636132,0.156845206,0.209847268,0.22985852
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Nuclear","EJ/yr",0,0,0,0,0,0.036892752,0.143998304,0.16301939199999999,0.237736096
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Wind|Onshore","EJ/yr",0.0104976,0.0419472,0.078325104,0.097027048,0.117329104,0.135196192,0.141231504,0.150595504,0.159315904
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.008894505,0.012781061000000002,0.012635305,0.034721393609375,0.040966117,0.026815049,0.0009076328945312,0.00005080080175781251,0.00008550853076171875
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.0016688970000000001,0.003705101625,0.005802465,0.006517879,0.05274992,0.05776502,0.03329515,0.0167915,0.02422689
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",95.4135228035167,110.4459427397521,153.0508063872715,135.9685411179491,88.5674189856698,37.44711603068001,5.000152742013409,3.965657825631803,6.374335111077457
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Solar|PV","EJ/yr",0,0.0006983999062500001,0.01668706,0.022644305,0.123026996,0.174170102,0.324788,0.489984112,0.6687430080000001
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Fossil|w/ CCS","EJ/yr",0,0,0,0,0,0.5566320220000001,0.930810668,1.149248113,1.4260814819999998
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Fossil|w/o CCS","EJ/yr",0.5705319010000001,0.655723273,1.016171112,0.9981162456093752,0.8504112629999999,0.37252249131250004,0.0195361567773437,0.0011196648432617,0.0120362298918457
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0,0,0.000001103,0.000111912703125,0.004701573,0.01097206,0.02218274,0.02826142,0.02605902
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Wind|Offshore","EJ/yr",0,0,0,0.001397728,0.03119167,0.05228422,0.06587916,0.070781408,0.095337688
"IMAGE 3.2","SSP2_SPA1_19I_RE_LB","Turkey","Secondary Energy|Electricity|Storage Losses","EJ/yr",0.0000747143125,0.0001143833984375,0.000531509375,0.001785154,0.00541404,0.007049562,0.00992883,0.01265581,0.01613978
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0,0.0089467440109863,0.0857568029999999,0.289944362,0.437494156,0.442820506
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Gas","EJ/yr",2.7160109340000003,1.786825832,2.11144498909375,2.3982648109999998,2.3467981474062505,1.2523466716015623,1.552926803,2.37194069,3.188966823125
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",2.7168371803125004,3.5200077650000003,4.224551823372987,4.215732455334228,5.037583329145568,5.6187589332258305,6.064113799966432,6.394717555875001,6.6132136563125
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Solar","EJ/yr",0.0840996043125,0.392403585,0.5914469584354859,0.6655422995529786,0.7415254560518189,0.8416697463195801,1.0664418275601808,1.3773128344999999,1.4659122188125
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Fossil","EJ/yr",6.217550628000001,5.054862796,5.7020047210937514,5.100109518246094,3.6715795829172366,1.7543641694531251,2.188635819285767,3.1745297180601204,3.9819878293658597
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Biomass","EJ/yr",0.448392334,0.7418167680000001,0.6104535680000001,0.56814947,0.450732679875,0.7543875927187499,1.3407115720000002,1.502597399375,1.858372671
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",3.123999328,3.0374609280000002,3.2494172160000003,2.465237918203125,1.1495595025,0.2421583048515625,0.0323410441920166,0.0177570651773071,0.0176345818932037
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Oil","EJ/yr",0.377540366,0.230576036,0.341142516,0.2366067890429687,0.166275189,0.17410239,0.31342361009374997,0.3473378068828125,0.3325659183476562
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity","EJ/yr",12.777393535999998,12.48546944,13.663337599999998,13.084416000000001,12.781799680000002,11.783146367999999,12.536272896,13.699638016000002,14.930435328
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Coal","EJ/yr",3.123999328,3.0374609280000002,3.2494172160000003,2.465237918203125,1.1585062465109863,0.3279151078515625,0.3222854061920166,0.4552512211773071,0.4604550878932038
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0,0.000570051875,0.36458630671875,0.928930916,1.2134230273750002,1.629814349
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Hydro","EJ/yr",2.055769152,1.99371216,2.0671607360000004,2.041317856,2.555064256,2.8306358080000003,2.7266032000000004,2.629318112,2.5432140800000003
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Wind","EJ/yr",0.5390064240000001,1.0906380320000002,1.504813296,1.4442621271875,1.5969353060000002,1.713893996,1.8564484180000005,1.9503044540000003,2.13302559
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0.199495322,0.6379821920000001,1.4688772920000002,2.2983844159999998,3.0704296319999997
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",2.7160109340000003,1.786825832,2.11144498909375,2.3982648109999998,2.1473028254062503,0.6143644796015626,0.084049511,0.073556274,0.11853719112500001
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/ CCS","EJ/yr",0,0,0,0,0.001252264,0.104032897,0.29535575199999997,0.324973985,0.303064077
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Nuclear","EJ/yr",3.394616288,3.1687850880000004,3.1263298240000004,3.2004288639999996,3.621901472,3.6556353280000002,2.9428119680000004,2.627791744,2.476862144
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Wind|Onshore","EJ/yr",0.5264971039999999,1.03540712,1.37825,1.3063569280000005,1.4241656480000002,1.4972807519999998,1.6073671680000001,1.69490176,1.8110017280000001
"IMAGE 3.2","SSP2_SPA2_19I_D","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.377540366,0.230576036,0.341142516,0.2366067890429687,0.165022925,0.070069493,0.01806785809375,0.0223638218828125,0.0295018413476562
