"Model","Scenario","Region","Variable","Unit","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",2.6309,2.276,2.7739,2.3879,1.0611,0.4709,0.5151,0.5617,0.6003
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Nuclear","EJ/yr",3.5639999999999996,3.0098,2.3685,1.7238,1.124,0.7001,0.4491,0.2354,0.0781
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.4232,0.4977,0.581,0.6269,0.631,0.5906,0.5072,0.3926,0.2748
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_COV_NDCp","European Union (28 member countries)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",1113.0448,903.671,748.6036,322.3199,116.4059,35.3068,32.5454,31.4675,28.718000000000004
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar|PV","EJ/yr",0.1537,0.3828,0.9273,2.2395,4.178999999999999,5.501,6.0938,6.6704,7.0972
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0.0121,0.0243,0.0242,0.0236,0.0217,0.0182,0.0123,0.0032,0.0023
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas","EJ/yr",2.6533,2.2922,2.7732,2.0894,0.7856,0.4882,0.5405,0.6042,0.6557
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",2.3853,2.9356,4.2959,7.4359,12.0781,15.5973,17.9344,20.6028,22.7315
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar","EJ/yr",0.1661,0.4071,0.9517,2.4105,4.4015,5.7584,6.4508,7.1437,7.6747
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass","EJ/yr",0.4219,0.4855,0.5597,0.6225,0.7297,0.8229,0.8228,0.7812,0.7285
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",3.3652,2.7268,2.1307,0.4992,0.0423,0.0023,0.0015,0.0008,0.0003
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Oil","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity","EJ/yr",12.6883,11.6768,12.2924,12.5584,15.0961,18.0818,20.3186,22.9084,24.9716
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Coal","EJ/yr",3.3652,2.7268,2.1308,0.4993,0.0423,0.0024,0.0016,0.0009,0.0003
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0.0395,0.1785,0.3243,0.406,0.4755,0.5341
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Geothermal","EJ/yr",0.0283,0.0699,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.1075
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Hydro","EJ/yr",1.3222,1.3523,1.5086,1.589,1.5915,1.58,1.5608,1.5379,1.5092
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Wind","EJ/yr",0.8687,1.1063,1.7236,3.3244,5.973,8.147,9.8108,11.8092,13.4401
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",2.6533,2.2922,2.7731,2.0894,0.7856,0.4882,0.5405,0.6042,0.6557
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Nuclear","EJ/yr",3.5639999999999996,3.0098,2.3685,1.7238,1.124,0.7001,0.4491,0.2354,0.0781
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.4219,0.4855,0.5597,0.583,0.5513,0.4986,0.4168,0.3057,0.1944
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",1114.7035,905.546,798.9468,330.9085,73.6918,14.6858,12.3693,14.2189,15.7522
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar|PV","EJ/yr",0.154,0.3828,0.9275,2.387,4.3799,5.7401,6.4386,7.1405,7.6722
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0.0121,0.0243,0.0242,0.0236,0.0217,0.0182,0.0123,0.0032,0.0025
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Gas","EJ/yr",2.6533,2.2922,2.7732,3.0971,2.8981,1.5353,0.6353,0.5958,0.6554
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",2.3853,2.9356,4.2959,6.3835,9.5843,13.3573,16.9578,20.3878,22.7494
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Solar","EJ/yr",0.1661,0.4071,0.9517,1.9732,3.5780000000000003,5.0519,6.2188,7.1418,7.6996
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Biomass","EJ/yr",0.4219,0.4855,0.5597,0.6296,0.654,0.6179,0.5628,0.507,0.4783
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",3.3652,2.7268,2.1307,0.9498,0.1937,0.0058,0.0029,0.0016,0.0005
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Oil","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity","EJ/yr",12.6883,11.6768,12.2924,12.9298,14.6588,16.5751,19.1433,22.4096,24.7493
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Coal","EJ/yr",3.3652,2.7268,2.1308,0.9498,0.1938,0.0059,0.003,0.0016,0.0006
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0.0073,0.0347,0.0924,0.1796
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Geothermal","EJ/yr",0.0283,0.0699,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.1075
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Hydro","EJ/yr",1.3222,1.3523,1.5086,1.5845,1.5794,1.5635,1.5423,1.518,1.4744
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Wind","EJ/yr",0.8687,1.1063,1.7236,2.7138,4.3149,6.63,9.0848,11.6161,13.4679
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",2.6533,2.2922,2.7731,3.097,2.8981,1.5353,0.6353,0.5958,0.6553
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Nuclear","EJ/yr",3.5639999999999996,3.0098,2.3685,1.7238,1.124,0.7001,0.4491,0.2354,0.0781
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.4219,0.4855,0.5597,0.6296,0.6539,0.6107,0.528,0.4146,0.2987
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",1114.7035,905.546,798.9468,539.1755,341.3746,171.4382,83.47,76.6538,75.8245
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Solar|PV","EJ/yr",0.154,0.3828,0.9275,1.9496,3.5562,5.0336,6.2066,7.1386,7.6971
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","European Union (28 member countries)","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0.0121,0.0243,0.0242,0.0236,0.0218,0.0182,0.0122,0.0032,0.0025
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Gas","EJ/yr",2.6309,2.276,2.7739,3.1225,2.9257,1.6938,0.7127,0.5476,0.5967
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",2.3785,2.9282,4.2946,6.2589,9.202,12.6724,15.8733,18.8456,20.8816
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Solar","EJ/yr",0.1657,0.4071,0.9516,1.8992,3.3847,4.7372,5.78,6.5875,7.0854
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Biomass","EJ/yr",0.4232,0.4977,0.581,0.6407,0.6546,0.616,0.5546,0.4875,0.4485
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",3.3652,2.7238,1.9281,0.8165,0.2513,0.0476,0.004,0.0021,0.0007
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Oil","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity","EJ/yr",12.6605,11.6624,12.110999999999999,12.7061,14.3473,16.0552,18.0818,20.7397,22.7232
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Coal","EJ/yr",3.3652,2.7238,1.9281,0.8166,0.2514,0.0477,0.004,0.0022,0.0007
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0.0059,0.027999999999999997,0.0756,0.1544
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Geothermal","EJ/yr",0.0283,0.0697,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.1074
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Hydro","EJ/yr",1.3222,1.3451,1.499,1.5757,1.5689,1.5519999999999998,1.5302,1.4972,1.453
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Wind","EJ/yr",0.8623,1.1063,1.732,2.6719999999999997,4.1365,6.2712,8.4511,10.6488,12.2358
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",2.6309,2.276,2.7739,3.1225,2.9257,1.6938,0.7127,0.5475,0.5967
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Nuclear","EJ/yr",3.5639999999999996,3.0098,2.3685,1.7238,1.124,0.7001,0.4491,0.2354,0.0781
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.4232,0.4977,0.581,0.6406,0.6546,0.6102,0.5266,0.4119,0.294
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",1113.0448,903.671,748.6036,505.4727,354.1451,193.6043,90.3494,71.4618,69.9469
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Solar|PV","EJ/yr",0.1537,0.3828,0.9273,1.8756,3.3629,4.7189,5.7677,6.5844,7.0831
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV","European Union (28 member countries)","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0.0121,0.0243,0.0242,0.0236,0.0218,0.0183,0.0123,0.0031,0.0023
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas","EJ/yr",2.6309,2.276,2.7739,2.3879,1.0612,0.4704,0.512,0.5565,0.5932
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",2.3785,2.9282,4.2946,7.1543,11.610999999999999,15.0439,17.0214,19.1758,20.8155
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar","EJ/yr",0.1657,0.4071,0.9516,2.263,4.2007,5.5086,6.0743,6.6131,7.0172
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass","EJ/yr",0.4232,0.4977,0.581,0.6526,0.7458,0.8109,0.8019,0.7559999999999999,0.7132
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",3.3652,2.7238,1.9281,0.3255,0.0424,0.003,0.002,0.001,0.0003
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Oil","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity","EJ/yr",12.6605,11.6624,12.110999999999999,12.4217,14.8963,17.4774,19.3218,21.3544,22.9058
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Coal","EJ/yr",3.3652,2.7238,1.9281,0.3256,0.0425,0.0031,0.0022,0.0012,0.0005
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0.0257,0.1148,0.2203,0.2947,0.3634,0.4384
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Geothermal","EJ/yr",0.0283,0.0697,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.111,0.11199999999999999,0.1083
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Hydro","EJ/yr",1.3222,1.3451,1.499,1.5793,1.5784,1.5645,1.5431,1.518,1.4732
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Wind","EJ/yr",0.8623,1.1063,1.732,3.2,5.7198,7.8588,9.293,10.9327,12.2167
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",2.6309,2.276,2.7739,2.3879,1.0611,0.4704,0.5119,0.5565,0.5932
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Nuclear","EJ/yr",3.5639999999999996,3.0098,2.3685,1.7238,1.124,0.7001,0.4491,0.2354,0.0781
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.4232,0.4977,0.581,0.6269,0.631,0.5906,0.5072,0.3926,0.2748
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",1113.0448,903.671,748.6036,322.3199,116.4059,35.2851,32.4,31.5083,29.1184
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar|PV","EJ/yr",0.1537,0.3828,0.9273,2.2395,4.178999999999999,5.4904,6.0621,6.6099,7.015
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_COV_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0.0121,0.0243,0.0242,0.0236,0.0217,0.0182,0.0123,0.0032,0.0023
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas","EJ/yr",2.6533,2.2922,2.7732,2.0894,0.7856,0.4877,0.5387,0.6007,0.6504
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",2.3853,2.9356,4.2959,7.4359,12.0781,15.5785,17.8735,20.4887,22.5601
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar","EJ/yr",0.1661,0.4071,0.9517,2.4105,4.4015,5.7522,6.4369,7.1168,7.6339999999999995
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass","EJ/yr",0.4219,0.4855,0.5597,0.6225,0.7297,0.8205,0.8168,0.7735,0.7211
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",3.3652,2.7268,2.1307,0.4992,0.0423,0.0023,0.0015,0.0008,0.0003
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Oil","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity","EJ/yr",12.6883,11.6768,12.2924,12.5584,15.0961,18.0598,20.2477,22.779,24.7813
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Coal","EJ/yr",3.3652,2.7268,2.1308,0.4993,0.0423,0.0024,0.0016,0.0009,0.0003
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0.0395,0.1785,0.3219,0.4,0.4678,0.5267
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Geothermal","EJ/yr",0.0283,0.0699,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.1075
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Hydro","EJ/yr",1.3222,1.3523,1.5086,1.589,1.5915,1.5798,1.5602,1.5368,1.5067
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Wind","EJ/yr",0.8687,1.1063,1.7236,3.3244,5.973,8.1345,9.7644,11.722999999999999,13.3118
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",2.6533,2.2922,2.7731,2.0894,0.7856,0.4877,0.5387,0.6006,0.6504
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Nuclear","EJ/yr",3.5639999999999996,3.0098,2.3685,1.7238,1.124,0.7001,0.4491,0.2354,0.0781
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.2987,0.2249,0.1546,0.0916,0.0301,0,0,0,0
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.4219,0.4855,0.5597,0.583,0.5513,0.4986,0.4168,0.3057,0.1944
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",1114.7035,905.546,798.9468,330.9085,73.6918,15.0005,12.9812,14.7472,16.007
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar|PV","EJ/yr",0.154,0.3828,0.9275,2.387,4.3799,5.734,6.4246,7.1137,7.6316
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f_NDCp","European Union (28 member countries)","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0.0121,0.0243,0.0242,0.0236,0.0217,0.0182,0.0123,0.0032,0.0024
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1200","European Union (28 member countries)","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1200","European Union (28 member countries)","Secondary Energy|Electricity|Gas","EJ/yr",2.6533,2.2922,2.7732,3.0971,2.8981,1.6202,0.6631,0.5701,0.6213
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1200","European Union (28 member countries)","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",2.3853,2.9356,4.2959,6.3835,9.5843,13.2394,16.4979,19.5498,21.6884
