"Model","Scenario","Region","Variable","Unit","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GEM-E3_V2021","EN_NPi2020_500f","Turkey","Population","million","","",78.52941300000009,84.33906700000007,86.70522200000002,89.15778500000003,91.86424300000006,95.24926800000007,95.89232500000013,97.13956500000008,97.82833400000014,97.94072000000016,97.50836200000013,96.62426900000014,95.38859800000013,93.89659300000014,92.20332700000013,90.33591300000013,88.31563100000014,86.17046200000011
"GEM-E3_V2021","EN_NPi2020_500f","Turkey","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",1.0159888785740254,1.0953571669872306,1.1241152183177867,1.173378126317429,1.2136153563851295,1.2134865606826435,1.2186295261736009,1.2238169831830548,1.2451862201808603,1.2882436268128343,1.3417869543680228,1.4190018116668888,1.4959913729353038,1.5830150828000311,1.6759309330450158,1.7621521984793855,1.8595269812215247,1.9638800698346508
"GEM-E3_V2021","EN_NPi2020_500f","Turkey","Final Energy|Residential and Commercial|Residential","EJ/yr","","",0.6154748658344694,0.6938760397321553,0.686084252805693,0.7076444820903975,0.7302843320048937,0.7119463145179964,0.7231315250044188,0.7456580444687254,0.7792860868485121,0.8160127295479831,0.8541625689876213,0.8932311080442291,0.9265384287996594,0.9576004350915746,0.9833779975799252,1.0007240564076452,1.0192098720881146,1.0348673459621762
"GEM-E3_V2021","EN_NPi2020_600","European Union (28 member countries)","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",542.9147929719957,544.0257657689258,494.15365721403197,221.24052154759445,185.71135706534585,152.8192677566074,124.29873356435974,97.9509604223176,96.80688250246006,110.89210748910452,120.59251621184532,133.50704777485564,154.30472491651284,164.92614716058148,174.29339726183028,181.75582398128282,187.1280147030301,186.87936681541663
"GEM-E3_V2021","EN_NPi2020_600","European Union (28 member countries)","Final Energy|Residential and Commercial","EJ/yr","","",20.118956727992963,19.843784854784857,19.077562164045503,14.643967275307524,14.140514920602572,13.988908453467248,13.976865225340335,14.051631095915775,14.494172521593466,15.077095083226205,15.666183855984288,16.31573786275452,17.035685937671186,17.709890091287214,18.388629272184733,19.07067723544895,19.76143326905928,20.40596925981925
"GEM-E3_V2021","EN_NPi2020_600","European Union (28 member countries)","Population","million","","",508.52020500000015,514.7578230000001,518.6131330000002,520.5897730000002,521.7003470000002,522.0494530000002,521.3997300000002,519.5110270000001,516.4600600000001,512.7864109999998,509.28050599999983,506.47631499999983,504.499574013231,503.24600178215616,502.6208213367221,502.5886110088072,503.0781184468284,503.89419363051553
"GEM-E3_V2021","EN_NPi2020_600","European Union (28 member countries)","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",13.82996186921607,13.54955847858319,12.695581150370181,9.312506683254165,9.073104277780942,8.994277603050225,8.969209645399733,8.979123588755387,9.30882636093878,9.767767783302196,10.24630580587401,10.788117245698922,11.397638627883875,11.981432931385553,12.577842511149214,13.185124602810356,13.80798621034646,14.402936221113439
"GEM-E3_V2021","EN_NPi2020_600","European Union (28 member countries)","Final Energy|Residential and Commercial|Residential","EJ/yr","","",6.288994858776891,6.294226376201665,6.38198101367533,5.331460592053362,5.067410642821628,4.994630850417023,5.007655579940602,5.072507507160389,5.185346160654691,5.309327299924009,5.419878050110276,5.5276206170555975,5.638047309787312,5.728457159901662,5.810786761035522,5.885552632638596,5.953447058712817,6.003033038705813
"GEM-E3_V2021","EN_NPi2020_600","Turkey","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",60.5045938814249,68.0240248340717,67.37519828463299,63.635847640019996,50.76914527072084,40.32536801491951,32.144826405789345,25.170463617978072,25.76927576583391,31.32550899633293,35.796824653449896,41.798971784875924,52.084571694127796,58.3924781643273,64.2329492502641,69.09468167231877,72.70269939247055,72.8805931353913
"GEM-E3_V2021","EN_NPi2020_600","Turkey","Final Energy|Residential and Commercial","EJ/yr","","",1.6314637444084945,1.789233208390609,1.7507572980141872,1.777591173176958,1.6891256981948959,1.678560532983667,1.711405472655968,1.7767617621545313,1.9183051145444627,2.088432494636133,2.2592362670746566,2.442989308458518,2.6742647318612307,2.871847204115368,3.0588445843426078,3.2272379449804243,3.3908639553089728,3.5155189866828933
"GEM-E3_V2021","EN_NPi2020_600","Turkey","Population","million","","",78.52941300000009,84.33906700000007,86.70522200000002,89.15778500000003,91.86424300000006,95.24926800000007,95.89232500000013,97.13956500000008,97.82833400000014,97.94072000000016,97.50836200000013,96.62426900000014,95.38859800000013,93.89659300000014,92.20332700000013,90.33591300000013,88.31563100000014,86.17046200000011
"GEM-E3_V2021","EN_NPi2020_600","Turkey","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",1.0159888785740254,1.0953571683513954,1.0992283140051875,1.1224247980259894,1.0721912586902194,1.0581072088919559,1.0604654001335871,1.0832681829405462,1.1643113396012958,1.2735851218679914,1.3879077516113802,1.5180927768203796,1.6896302393665317,1.8427253967206567,1.9940391824697223,2.136631123810643,2.2779877803685595,2.3920524158797427
"GEM-E3_V2021","EN_NPi2020_600","Turkey","Final Energy|Residential and Commercial|Residential","EJ/yr","","",0.6154748658344694,0.6938760400392137,0.6515289840089992,0.6551663751509689,0.6169344395046765,0.6204533240917108,0.6509400725223805,0.6934935792139852,0.7539937749431669,0.8148473727681416,0.8713285154632773,0.9248965316381385,0.9846344924946994,1.0291218073947108,1.064805401872884,1.0906068211697806,1.1128761749404132,1.1234665708031508
"GEM-E3_V2021","EN_NPi2020_600_COV","European Union (28 member countries)","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",542.9147929719957,515.7936957263221,486.2627418791066,219.6084276046236,192.1768361762831,164.84876452241332,126.09810942385992,96.34387174545877,94.44535288551396,108.3235861442405,113.6910073797922,122.57430443652672,141.7657008768723,151.84305925202025,160.30576054668418,165.63688363317357,169.22856943224872,170.3410791967926
"GEM-E3_V2021","EN_NPi2020_600_COV","European Union (28 member countries)","Final Energy|Residential and Commercial","EJ/yr","","",20.118956727992963,18.730141540644823,18.69113000577969,14.379895492013832,14.016132188517394,13.846058024396644,13.685503470803654,13.712219810740475,14.111682695864367,14.67382868992042,15.203791534290929,15.802317011417225,16.471000327013012,17.095700994559138,17.729591106250876,18.350497169191343,18.98471861057049,19.617983999972946
"GEM-E3_V2021","EN_NPi2020_600_COV","European Union (28 member countries)","Population","million","","",508.52020500000015,514.7578230000001,518.6131330000002,520.5897730000002,521.7003470000002,522.0494530000002,521.3997300000002,519.5110270000001,516.4600600000001,512.7864109999998,509.28050599999983,506.47631499999983,504.499574013231,503.24600178215616,502.6208213367221,502.5886110088072,503.0781184468284,503.89419363051553
"GEM-E3_V2021","EN_NPi2020_600_COV","European Union (28 member countries)","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",13.82996186921607,12.909330218465634,12.407417177124175,9.134501057618108,8.955472986453215,8.90446462515145,8.79612046902842,8.77232989004361,9.069494970160374,9.510032336642126,9.941172496786658,10.44046067991177,11.008737375303033,11.551867039797699,12.110436711828372,12.666498396901995,13.240307102055793,13.821385220878438
"GEM-E3_V2021","EN_NPi2020_600_COV","European Union (28 member countries)","Final Energy|Residential and Commercial|Residential","EJ/yr","","",6.288994858776891,5.820811322179193,6.2837128286555215,5.245394434395721,5.060659202064179,4.941593399245191,4.889383001775236,4.939889920696866,5.042187725703998,5.163796353278292,5.262619037504266,5.361856331505455,5.462262951709978,5.543833954761436,5.619154394422505,5.683998772289352,5.7444115085146965,5.7965987790945075
"GEM-E3_V2021","EN_NPi2020_600_COV","Turkey","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",60.5045938814249,62.90193605815385,64.50197583795895,61.6819368931124,53.404078536381846,44.207275910414545,32.21355433335361,24.164135967939163,24.449811578903702,29.752465929599854,32.510786123718965,36.583870898092535,45.3565960418578,50.92330092043984,55.87429567207215,59.27778016346656,61.64059517227329,62.51575815899567
"GEM-E3_V2021","EN_NPi2020_600_COV","Turkey","Final Energy|Residential and Commercial","EJ/yr","","",1.6314637444084945,1.6523406452229712,1.6580314774449207,1.6905845627737517,1.6596657845541984,1.6398064404210162,1.627012021852608,1.6710537129714675,1.7888331192232445,1.9496244842326882,2.099800512696444,2.2605962224503084,2.466190139390204,2.6483136274886347,2.820013453003792,2.9677926778555364,3.105781984445463,3.221936109239456
"GEM-E3_V2021","EN_NPi2020_600_COV","Turkey","Population","million","","",78.52941300000009,84.33906700000007,86.70522200000002,89.15778500000003,91.86424300000006,95.24926800000007,95.89232500000013,97.13956500000008,97.82833400000014,97.94072000000016,97.50836200000013,96.62426900000014,95.38859800000013,93.89659300000014,92.20332700000013,90.33591300000013,88.31563100000014,86.17046200000011
"GEM-E3_V2021","EN_NPi2020_600_COV","Turkey","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",1.0159888785740254,1.0255765302401292,1.0453254742996638,1.072652034571866,1.0587514685600372,1.0461492797630612,1.0191465770381656,1.0276180872928604,1.0941740334208228,1.1964700547330331,1.2952413613057157,1.4074254724372188,1.5592309849948067,1.6992712089654365,1.8371543129291967,1.9616252960437992,2.081126863906278,2.186922833483412
"GEM-E3_V2021","EN_NPi2020_600_COV","Turkey","Final Energy|Residential and Commercial|Residential","EJ/yr","","",0.6154748658344694,0.6267641149828425,0.6127060031452572,0.6179325282018856,0.6009143159941612,0.5936571606579549,0.6078654448144426,0.6434356256786071,0.6946590858024217,0.753154429499655,0.8045591513907284,0.8531707500130893,0.9069591543953968,0.9490424185231988,0.982859140074595,1.0061673818117371,1.0246551205391852,1.0350132757560442
"GEM-E3_V2021","EN_NPi2020_600f","European Union (28 member countries)","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",542.9147929719957,544.0257660239064,511.6314791093689,380.21185187556387,363.7169607200947,328.4020233685347,299.68290062922387,257.0111432210599,220.35788172255226,194.14233643503243,170.9634208246975,155.04121589300806,142.24576944729014,132.38560596400615,125.86591345229047,119.85498541576416,117.24043506503547,115.69192153504378
"GEM-E3_V2021","EN_NPi2020_600f","European Union (28 member countries)","Final Energy|Residential and Commercial","EJ/yr","","",20.118956727992963,19.843784866230546,19.453657002217263,16.84134186295693,16.721893458911982,16.352629995918562,16.106740854880172,15.825713500569515,15.794114072445652,15.923119041381812,16.164206882364205,16.54257922051973,16.94993291288435,17.43413610541754,17.964187657217693,18.532123154774197,19.156220171391528,19.81157020709601
"GEM-E3_V2021","EN_NPi2020_600f","European Union (28 member countries)","Population","million","","",508.52020500000015,514.7578230000001,518.6131330000002,520.5897730000002,521.7003470000002,522.0494530000002,521.3997300000002,519.5110270000001,516.4600600000001,512.7864109999998,509.28050599999983,506.47631499999983,504.499574013231,503.24600178215616,502.6208213367221,502.5886110088072,503.0781184468284,503.89419363051553
"GEM-E3_V2021","EN_NPi2020_600f","European Union (28 member countries)","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",13.82996186921607,13.549558485539707,12.878833831063886,10.629037114143431,10.555000522696064,10.470772324989822,10.410884705878393,10.268581234209694,10.287128384452515,10.413498435418472,10.624694721361626,10.953662714871085,11.319594525672045,11.752876066418658,12.233972518146265,12.753214503663287,13.326493201409011,13.933981171294784
"GEM-E3_V2021","EN_NPi2020_600f","European Union (28 member countries)","Final Energy|Residential and Commercial|Residential","EJ/yr","","",6.288994858776891,6.2942263806908345,6.574823171153373,6.212304748813501,6.166892936215919,5.8818576709287385,5.695856149001776,5.557132266359817,5.5069856879931365,5.509620605963337,5.539512161002578,5.5889165056486485,5.630338387212308,5.6812600389988805,5.73021513907142,5.778908651110909,5.829726969982518,5.877589035801231
"GEM-E3_V2021","EN_NPi2020_600f","Turkey","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",60.5045938814249,68.02402473694528,71.94782187894867,71.34874104882769,71.95324377476592,64.91479449953916,59.597995442956616,51.681050033968646,44.848229262997684,39.83700784409137,35.33286374879639,32.442295652093485,30.152121120362512,28.45370335853309,27.43023881253251,26.36214612711065,26.081335591186985,25.968279504317287
"GEM-E3_V2021","EN_NPi2020_600f","Turkey","Final Energy|Residential and Commercial","EJ/yr","","",1.6314637444084945,1.7892332067193863,1.8203798347959657,1.8922472791392344,1.9915014801628863,1.9856329493364842,2.0075018481289266,2.037533849625652,2.094412413224747,2.1566045882180718,2.2423189913588337,2.3543272122101886,2.459887332393922,2.5727567486185072,2.6881978603387005,2.790419066419188,2.9099978666873736,3.0260010498790666
"GEM-E3_V2021","EN_NPi2020_600f","Turkey","Population","million","","",78.52941300000009,84.33906700000007,86.70522200000002,89.15778500000003,91.86424300000006,95.24926800000007,95.89232500000013,97.13956500000008,97.82833400000014,97.94072000000016,97.50836200000013,96.62426900000014,95.38859800000013,93.89659300000014,92.20332700000013,90.33591300000013,88.31563100000014,86.17046200000011
"GEM-E3_V2021","EN_NPi2020_600f","Turkey","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",1.0159888785740254,1.0953571669872306,1.1283949544914025,1.1785450982570504,1.2374675696732322,1.2488067934581817,1.2598605187437897,1.2709782277053687,1.2957892111513816,1.3282183138596164,1.3779163123935692,1.4505369140571318,1.5246885115648146,1.6082503466557532,1.6985861162092648,1.7836308957286366,1.883959830809094,1.985879949610689
"GEM-E3_V2021","EN_NPi2020_600f","Turkey","Final Energy|Residential and Commercial|Residential","EJ/yr","","",0.6154748658344694,0.6938760397321553,0.6919848803045636,0.7137021808821837,0.7540339104896538,0.7368261558783017,0.7476413293851374,0.7665556219202829,0.7986232020733652,0.8283862743584559,0.8644026789652655,0.9037902981530564,0.9351988208291072,0.9645064019627536,0.9896117441294352,1.0067881706905513,1.0260380358782801,1.0401211002683777
"GEM-E3_V2021","EN_NPi2020_600f_COV","European Union (28 member countries)","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",542.9147929719957,515.7936957263221,498.4396111837391,355.97205896619124,330.106515368161,298.53057048102363,285.0880341117045,253.51438037791115,209.8920615805516,176.1359946148216,151.7814552417409,136.82481004080074,124.69316190618477,109.94136824553509,106.14633902340799,102.86209629038362,100.06647109946563,98.23197262182616
"GEM-E3_V2021","EN_NPi2020_600f_COV","European Union (28 member countries)","Final Energy|Residential and Commercial","EJ/yr","","",20.118956727992963,18.730141540644823,18.955867383486726,16.23113793696868,15.923407971756811,15.612564971914724,15.623285934997812,15.461952410748234,15.323088525578887,15.3742471757945,15.596925778409073,15.964389407741553,16.359064974368273,16.772259280705356,17.295782040236052,17.849560487851363,18.446462787619133,19.07004911103795
"GEM-E3_V2021","EN_NPi2020_600f_COV","European Union (28 member countries)","Population","million","","",508.52020500000015,514.7578230000001,518.6131330000002,520.5897730000002,521.7003470000002,522.0494530000002,521.3997300000002,519.5110270000001,516.4600600000001,512.7864109999998,509.28050599999983,506.47631499999983,504.499574013231,503.24600178215616,502.6208213367221,502.5886110088072,503.0781184468284,503.89419363051553
"GEM-E3_V2021","EN_NPi2020_600f_COV","European Union (28 member countries)","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",13.82996186921607,12.909330218465634,12.534224503293444,10.238345605654633,10.08628437272424,10.015191330361144,10.070603459349806,10.017621723308572,9.976881362167177,10.04084407707314,10.23389232719965,10.552881243357179,10.906596916737282,11.28173687343248,11.754105410173793,12.259625650903786,12.807069281801764,13.385122988426586
"GEM-E3_V2021","EN_NPi2020_600f_COV","European Union (28 member countries)","Final Energy|Residential and Commercial|Residential","EJ/yr","","",6.288994858776891,5.820811322179193,6.42164288019328,5.9927923313140505,5.8371235990325685,5.5973736415535775,5.5526824756480035,5.4443306874396615,5.346207163411712,5.333403098721358,5.363033451209419,5.411508164384376,5.452468057630995,5.490522407272874,5.541676630062257,5.589934836947582,5.6393935058173685,5.684926122611362
"GEM-E3_V2021","EN_NPi2020_600f_COV","Turkey","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",60.5045938814249,62.90193605815385,67.59205205252154,66.6977867306899,64.08529727887264,58.24407432716684,57.34172476846275,51.776105553636675,42.966770641650236,35.875775731866604,31.04122053715525,28.298864410511648,26.137587253065423,23.280429909404997,22.836313146793266,22.418957274650715,22.06263696962103,21.835763516350998
"GEM-E3_V2021","EN_NPi2020_600f_COV","Turkey","Final Energy|Residential and Commercial","EJ/yr","","",1.6314637444084945,1.6523406452229712,1.7041187868915364,1.7650390472569046,1.8095781893540936,1.8162564393947733,1.8948664570139493,1.9418530354785304,1.95867076943328,2.0040623326257503,2.09207219405072,2.1913599803665846,2.2955229201911402,2.3945493317153432,2.5096741416704265,2.6194893190512643,2.7342150546570045,2.8402055442885334
"GEM-E3_V2021","EN_NPi2020_600f_COV","Turkey","Population","million","","",78.52941300000009,84.33906700000007,86.70522200000002,89.15778500000003,91.86424300000006,95.24926800000007,95.89232500000013,97.13956500000008,97.82833400000014,97.94072000000016,97.50836200000013,96.62426900000014,95.38859800000013,93.89659300000014,92.20332700000013,90.33591300000013,88.31563100000014,86.17046200000011
"GEM-E3_V2021","EN_NPi2020_600f_COV","Turkey","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",1.0159888785740254,1.0255765302401292,1.0637955959480099,1.107991575055498,1.1388493022400847,1.1527895425425536,1.196597480919243,1.2217769191522942,1.222204637943167,1.2396184147641265,1.2892655135823343,1.35407234532375,1.4262014001871886,1.4988806937023411,1.5881044978122223,1.6776886768426658,1.7738331338335358,1.8673739327748529
"GEM-E3_V2021","EN_NPi2020_600f_COV","Turkey","Final Energy|Residential and Commercial|Residential","EJ/yr","","",0.6154748658344694,0.6267641149828425,0.6403231909435264,0.6570474722014064,0.6707288871140089,0.6634668968522197,0.6982689760947067,0.7200761163262359,0.7364661314901125,0.764443917861624,0.8028066804683859,0.8372876350428351,0.8693215200039515,0.8956686380130021,0.9215696438582041,0.9418006422085986,0.9603819208234692,0.9728316115136802
"GEM-E3_V2021","EN_NPi2020_800","European Union (28 member countries)","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",542.9147929719957,544.0257657689258,513.042562553301,371.60282687741613,331.7348156975702,299.1337328151894,270.19259678172506,234.41141647654567,205.42145014234544,181.14910896584203,160.02553885978097,178.71469760024598,215.2552248360368,226.41284349459357,247.23518118013743,255.65015586252616,261.95764988993886,264.1815191737433
"GEM-E3_V2021","EN_NPi2020_800","European Union (28 member countries)","Final Energy|Residential and Commercial","EJ/yr","","",20.118956727992963,19.843784854784857,19.478663017361004,16.717002936253873,16.16522188085505,15.844399592805082,15.673312953468127,15.5355284751476,15.616713992485748,15.798213013407633,16.08659861507852,16.781927757982572,17.674436936644774,18.360093535075144,19.18253581975872,19.882791603094688,20.586580298002726,21.245906398970487
"GEM-E3_V2021","EN_NPi2020_800","European Union (28 member countries)","Population","million","","",508.52020500000015,514.7578230000001,518.6131330000002,520.5897730000002,521.7003470000002,522.0494530000002,521.3997300000002,519.5110270000001,516.4600600000001,512.7864109999998,509.28050599999983,506.47631499999983,504.499574013231,503.24600178215616,502.6208213367221,502.5886110088072,503.0781184468284,503.89419363051553
"GEM-E3_V2021","EN_NPi2020_800","European Union (28 member countries)","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",13.82996186921607,13.54955847858319,12.889284456722185,10.547238210835943,10.298150588674048,10.200994028868028,10.149973526273358,10.060402224666646,10.148799104838027,10.311243641078953,10.557520612878092,11.141878940452843,11.903500493820513,12.513606628713616,13.237525249990039,13.876958588965651,14.525318377154337,15.14566095756823
"GEM-E3_V2021","EN_NPi2020_800","European Union (28 member countries)","Final Energy|Residential and Commercial|Residential","EJ/yr","","",6.288994858776891,6.294226376201665,6.5893785606388215,6.169764725417929,5.867071292181003,5.643405563937055,5.523339427194769,5.475126250480957,5.467914887647724,5.486969372328678,5.529078002200426,5.640048817529725,5.7709364428242615,5.8464869063615295,5.945010569768679,6.005833014129036,6.061261920848384,6.1002454414022615
"GEM-E3_V2021","EN_NPi2020_800","Turkey","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",60.5045938814249,68.0240248340717,72.35627380203852,71.09293455980489,63.860778026514,57.883903638859614,52.86797798943633,47.2086843145013,41.984752693587865,37.34742040518883,33.30139158488141,38.8731591874869,49.90019768818346,54.378719460390045,61.956113820157,65.71697075814662,68.7087354698576,70.20089733522686
"GEM-E3_V2021","EN_NPi2020_800","Turkey","Final Energy|Residential and Commercial","EJ/yr","","",1.6314637444084945,1.789233208390609,1.8261802999511376,1.88812163805444,1.8775957825907288,1.8846707569145564,1.9261053146645404,1.984496848422538,2.0602285402009843,2.1380169762384917,2.2374394868331127,2.4172356784036366,2.652080583062564,2.8308935053635125,3.0371052977829915,3.19290649212185,3.353351380639265,3.4894065300111436
"GEM-E3_V2021","EN_NPi2020_800","Turkey","Population","million","","",78.52941300000009,84.33906700000007,86.70522200000002,89.15778500000003,91.86424300000006,95.24926800000007,95.89232500000013,97.13956500000008,97.82833400000014,97.94072000000016,97.50836200000013,96.62426900000014,95.38859800000013,93.89659300000014,92.20332700000013,90.33591300000013,88.31563100000014,86.17046200000011
"GEM-E3_V2021","EN_NPi2020_800","Turkey","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",1.0159888785740254,1.0953571683513954,1.1306563888940289,1.1774060390544168,1.1799518236908204,1.1882912758948603,1.2080341467931002,1.2340680703623426,1.271141406845685,1.3129797619020678,1.3721000664848173,1.4978086229631875,1.6722572506271995,1.8106073250164088,1.9759488889622605,2.1088075571550067,2.246464487999616,2.369800199959277
"GEM-E3_V2021","EN_NPi2020_800","Turkey","Final Energy|Residential and Commercial|Residential","EJ/yr","","",0.6154748658344694,0.6938760400392137,0.6955239110571086,0.7107155990000233,0.6976439588999078,0.6963794810196964,0.7180711678714402,0.7504287780601955,0.7890871333552995,0.8250372143364235,0.8653394203482948,0.9194270554404492,0.9798233324353652,1.0202861803471042,1.0611564088207317,1.0840989349668428,1.1068868926396491,1.1196063300518673
"GEM-E3_V2021","EN_NPi2020_800f","European Union (28 member countries)","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",542.9147929719957,544.0257660239064,519.8015605689658,451.06284306452136,431.6270622496372,399.46293784957834,370.1975254717521,342.17952887165933,296.131154269897,259.2328046867456,230.21830167278324,207.76424667000683,189.03186074959714,175.14608941466565,167.28071755681938,163.17163610965272,158.05813440019378,152.7765000944174
"GEM-E3_V2021","EN_NPi2020_800f","European Union (28 member countries)","Final Energy|Residential and Commercial","EJ/yr","","",20.118956727992963,19.843784866230546,19.622622951015867,17.999597232682113,17.865579551983085,17.5325991340497,17.273391720956074,17.041554336932553,16.831802216663846,16.767436517163663,16.858752603081793,17.103413930660707,17.409774126320883,17.819087790615644,18.31560428867937,18.875778153239978,19.465235785646037,20.086106243420367
"GEM-E3_V2021","EN_NPi2020_800f","European Union (28 member countries)","Population","million","","",508.52020500000015,514.7578230000001,518.6131330000002,520.5897730000002,521.7003470000002,522.0494530000002,521.3997300000002,519.5110270000001,516.4600600000001,512.7864109999998,509.28050599999983,506.47631499999983,504.499574013231,503.24600178215616,502.6208213367221,502.5886110088072,503.0781184468284,503.89419363051553
"GEM-E3_V2021","EN_NPi2020_800f","European Union (28 member countries)","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",13.82996186921607,13.549558485539707,12.957836608056668,11.437770985130017,11.411505240542052,11.323240382752044,11.248494042460864,11.152908727761076,11.093533415380763,11.087948842444408,11.18957891971937,11.416142185362196,11.702347621667984,12.076633394656362,12.532545208856082,13.048822962091105,13.59670976254706,14.178641847229876
"GEM-E3_V2021","EN_NPi2020_800f","European Union (28 member countries)","Final Energy|Residential and Commercial|Residential","EJ/yr","","",6.288994858776891,6.2942263806908345,6.664786342959192,6.561826247552093,6.4540743114410315,6.209358751297658,6.02489767849521,5.888645609171479,5.7382688012830805,5.679487674719258,5.669173683362424,5.6872717452985135,5.7074265046528945,5.742454395959282,5.783059079823293,5.8269551911488735,5.868526023098974,5.907464396190488
"GEM-E3_V2021","EN_NPi2020_800f","Turkey","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr","","",60.5045938814249,68.02402473694528,74.35288938572907,74.59297181627457,74.15909059628744,69.62226733633061,65.83441066703378,62.28402844620821,55.00058487089047,49.074072286716614,44.17055224402379,40.37522038363826,37.259883138080774,35.036966507711504,33.96403355147933,33.58083594000021,32.925876490341246,32.06983408664293
"GEM-E3_V2021","EN_NPi2020_800f","Turkey","Final Energy|Residential and Commercial","EJ/yr","","",1.6314637444084945,1.7892332067193863,1.8542669100680917,1.9402335661134569,2.0263816383748607,2.0542733554221635,2.1001263783622663,2.1549560523624067,2.205734449885758,2.2607332586229707,2.332048443592644,2.4181330285654195,2.5269827646215,2.6363952793712064,2.7483794471281766,2.8605656606880543,2.9836364610992514,3.0948520229417333
"GEM-E3_V2021","EN_NPi2020_800f","Turkey","Population","million","","",78.52941300000009,84.33906700000007,86.70522200000002,89.15778500000003,91.86424300000006,95.24926800000007,95.89232500000013,97.13956500000008,97.82833400000014,97.94072000000016,97.50836200000013,96.62426900000014,95.38859800000013,93.89659300000014,92.20332700000013,90.33591300000013,88.31563100000014,86.17046200000011
"GEM-E3_V2021","EN_NPi2020_800f","Turkey","Final Energy|Residential and Commercial|Commercial","EJ/yr","","",1.0159888785740254,1.0953571669872306,1.1416923743819485,1.2003664380032164,1.2563845586375564,1.2872568012328576,1.3168186604207581,1.3475402956313858,1.3752043596590051,1.4042545746249622,1.4461545641110114,1.501936985191601,1.5761915665730433,1.6575629191575485,1.7461020089888093,1.8388898120991384,1.9421368631482496,2.0410999399328147
"GEM-E3_V2021","EN_NPi2020_800f","Turkey","Final Energy|Residential and Commercial|Residential","EJ/yr","","",0.6154748658344694,0.6938760397321553,0.7125745356861427,0.739867128110241,0.7699970797373046,0.7670165541893058,0.783307717941508,0.8074157567310214,0.8305300902267523,0.8564786839980091,0.8858938794816328,0.916196043373818,0.9507911980484564,0.9788323602136584,1.0022774381393678,1.0216758485889157,1.0414995979510018,1.0537520830089184
"IMAGE 3.0","CO_2Deg2020","European Union (28 member countries)","Emissions|CO2|Energy|Demand|Residential and Commercial","Mt CO2/yr",827.0549049377441,813.904613494873,793.2512245178223,792.0072822570801,650.3942031860353,580.6487808227539,521.8320617675781,450.51416206359863,379.832950592041,319.2996616363525,"",216.8755187988281,"",151.65052413940433,"",126.25373935699459,"",113.59990310668941,"",102.2207679748535
"IMAGE 3.0","CO_2Deg2020","European Union (28 member countries)","Final Energy|Residential and Commercial","EJ/yr",22.73134259033204,23.31099096679687,22.968124145507808,23.274232421875,19.96059399414063,18.21419067382813,16.63453961181641,15.292627563476561,14.446828186035152,13.87177600097656,"",13.195643005371089,"",12.780913146972651,"",12.9666884765625,"",12.946486633300788,"",12.803638732910152
"IMAGE 3.0","CO_2Deg2020","European Union (28 member countries)","Population","million",526.3461074829102,536.646598815918,545.4679107666017,552.2853088378906,558.5085906982422,563.8381118774414,568.2646942138673,572.0076904296875,574.991813659668,576.9873123168945,"",577.6635894775392,"",573.1756820678711,"",565.6303100585938,"",555.396125793457,"",541.1239013671875
"IMAGE 3.0","CO_2Deg2020","European Union (28 member countries)","Final Energy|Residential and Commercial|Commercial","EJ/yr",7.003437072753906,7.7930908203125,7.797924194335938,8.156262939453125,7.462201171875001,7.241642822265625,7.0564143676757825,6.965083374023438,7.026534973144533,7.1445858154296875,"",7.4531211547851575,"",7.817892578125,"",8.122829895019532,"",8.228196228027345,"",8.191429870605468
